epoch,train_loss,val_loss
141,0.1353,0.0348
142,0.1349,0.0353
143,0.1350,0.0348
144,0.1357,0.0350
145,0.1343,0.0348
146,0.1362,0.0349
147,0.1353,0.0343
148,0.1337,0.0346
149,0.1310,0.0344
150,0.1331,0.0345
151,0.1336,0.0343
152,0.1349,0.0347
153,0.1347,0.0347
154,0.1326,0.0340
155,0.1344,0.0345
156,0.1334,0.0349
157,0.1331,0.0356
158,0.1324,0.0340
159,0.1337,0.0343
160,0.1319,0.0342
161,0.1335,0.0343
162,0.1315,0.0345
163,0.1315,0.0339
164,0.1298,0.0346
165,0.1312,0.0343
166,0.1314,0.0343
167,0.1300,0.0342
168,0.1293,0.0338
169,0.1302,0.0334
170,0.1303,0.0342
171,0.1292,0.0335
172,0.1288,0.0339
173,0.1294,0.0341
174,0.1315,0.0335
175,0.1277,0.0335
176,0.1287,0.0341
177,0.1290,0.0335
178,0.1271,0.0335
179,0.1279,0.0346
180,0.1298,0.0339
181,0.1285,0.0340
182,0.1269,0.0340
183,0.1292,0.0342
184,0.1281,0.0344
185,0.1278,0.0335
186,0.1256,0.0339
187,0.1267,0.0331
188,0.1251,0.0329
189,0.1261,0.0336
190,0.1270,0.0337
191,0.1241,0.0334
192,0.1283,0.0328
193,0.1294,0.0344
194,0.1277,0.0339
195,0.1263,0.0333
196,0.1246,0.0330
197,0.1279,0.0337
198,0.1254,0.0333
199,0.1251,0.0336
200,0.1260,0.0329
201,0.1239,0.0328
202,0.1246,0.0331
203,0.1259,0.0329
204,0.1239,0.0330
205,0.1237,0.0337
206,0.1270,0.0330
207,0.1220,0.0331
208,0.1238,0.0328
209,0.1236,0.0330
210,0.1255,0.0335
211,0.1233,0.0327
212,0.1223,0.0347
213,0.1242,0.0328
214,0.1240,0.0331
215,0.1252,0.0321
216,0.1227,0.0328
217,0.1208,0.0318
218,0.1230,0.0337
219,0.1242,0.0327
220,0.1218,0.0325
221,0.1228,0.0328
222,0.1217,0.0320
223,0.1231,0.0319
224,0.1226,0.0328
225,0.1216,0.0320
226,0.1203,0.0332
227,0.1232,0.0319
228,0.1231,0.0321
229,0.1214,0.0330
230,0.1194,0.0319
231,0.1210,0.0316
232,0.1213,0.0320
233,0.1214,0.0321
234,0.1212,0.0316
235,0.1201,0.0328
236,0.1195,0.0324
237,0.1201,0.0314
238,0.1212,0.0321
239,0.1190,0.0321
240,0.1207,0.0328
241,0.1225,0.0318
242,0.1214,0.0318
243,0.1187,0.0317
244,0.1193,0.0328
245,0.1199,0.0327
246,0.1197,0.0314
247,0.1204,0.0327
248,0.1202,0.0317
249,0.1209,0.0318
250,0.1191,0.0318
251,0.1193,0.0316
252,0.1191,0.0313
253,0.1196,0.0315
254,0.1169,0.0312
255,0.1194,0.0325
256,0.1206,0.0309
257,0.1171,0.0322
258,0.1182,0.0316
259,0.1164,0.0316
260,0.1187,0.0316
261,0.1137,0.0306
262,0.1146,0.0302
263,0.1133,0.0304
264,0.1123,0.0308
265,0.1157,0.0304
266,0.1127,0.0304
267,0.1135,0.0304
268,0.1126,0.0305
269,0.1125,0.0307
270,0.1139,0.0304
271,0.1137,0.0307
272,0.1126,0.0307
273,0.1134,0.0302
274,0.1125,0.0303
275,0.1135,0.0304
276,0.1127,0.0306
277,0.1110,0.0304
278,0.1122,0.0307
279,0.1097,0.0304
280,0.1127,0.0307
281,0.1143,0.0307
282,0.1123,0.0308
283,0.1129,0.0305
284,0.1129,0.0308
285,0.1123,0.0302
286,0.1137,0.0304
287,0.1122,0.0304
288,0.1127,0.0309
289,0.1143,0.0312
290,0.1153,0.0305
291,0.1120,0.0304
292,0.1134,0.0307
293,0.1131,0.0303
294,0.1122,0.0303
295,0.1123,0.0306
296,0.1118,0.0309
297,0.1123,0.0306
298,0.1124,0.0306
299,0.1137,0.0306
300,0.1132,0.0304
301,0.1132,0.0300
302,0.1127,0.0306
303,0.1126,0.0302
304,0.1110,0.0303
305,0.1110,0.0305
306,0.1127,0.0303
307,0.1103,0.0303
308,0.1105,0.0308
309,0.1107,0.0304
310,0.1110,0.0303
311,0.1112,0.0301
