epoch,train_loss,val_loss
259,0.1308,0.0326
260,0.1298,0.0333
261,0.1273,0.0371
262,0.1253,0.0324
263,0.1237,0.0332
264,0.1223,0.0319
265,0.1227,0.0305
266,0.1217,0.0330
267,0.1237,0.0336
268,0.1227,0.0863
269,0.1330,0.0393
270,0.1260,0.0505
271,0.1217,0.0324
272,0.1174,0.0329
273,0.1175,0.0301
274,0.1167,0.0295
275,0.1179,0.0295
276,0.1166,0.0292
277,0.1147,0.0315
278,0.1154,0.0301
279,0.1134,0.0296
280,0.1165,0.0297
281,0.1177,0.0293
282,0.1153,0.0294
283,0.1152,0.0290
284,0.1148,0.0295
285,0.1156,0.0302
286,0.1163,0.0289
287,0.1161,0.0296
288,0.1166,0.0310
289,0.1178,0.0335
290,0.1188,0.0304
291,0.1156,0.0313
292,0.1154,0.0304
293,0.1147,0.0312
294,0.1150,0.0290
295,0.1140,0.0298
296,0.1160,0.0295
297,0.1151,0.0354
298,0.1156,0.0298
299,0.1168,0.0303
300,0.1150,0.0298
301,0.1153,0.0298
302,0.1146,0.0293
303,0.1152,0.0307
304,0.1154,0.0292
305,0.1138,0.0301
306,0.1164,0.0293
307,0.1167,0.0398
308,0.1166,0.0309
309,0.1144,0.0299
310,0.1152,0.0325
311,0.1141,0.0291
312,0.1124,0.0309
